label,text,is_valid
GREEN,"Customer was using SQLNET native encryption which was casing the extra overhead. SSL encryption can be turned on at the listener level, using TCPS. The encryption in that case would be done at the TCP level. SQLNET native encryption needs to be turned off if using SSL encryption at the listener.",FALSE
GREEN,"Per Customer, they still have Extended support till end of the year and Support was able to deliver the necessary patch for them to install.  Sunil, contacted Sourav directly again to schedule a call since we were told that they are still having some issues. During the web conference we were told that the Extract is working now since they were able to install the patch correctly fixing the patch conflict issues. As soon as the conflict was gone, everything started working.  ",FALSE
GREEN,"5/27/21  Outcome: OCS needed guidance on resolving network performance issues with high-volume Fusion API scenario.  Progress: Educated OCS team on availability of traffic steering capabilities for OCI to Fusion, which essentially by-passes Akamai. Connected Rajesh and team to Venu Puli's org in fusion ops.  Next steps: Close ticket.",FALSE
AMBER,"May 13, 2021  Accomplishments   ACS team has implemented my suggestion to purge the data and reduce the payload size, they have split the payload into 2. No timeout issue for far.   ACS will test to implement using the SOA DB Adapter to poll the data from the staging table to process the data 1 by 1 and with multiple threads.  Next Steps   Oracle ACS to redesign the SOA composite.  Agreed outcome   Resolve the timeout / slow processing issue",FALSE
RED," Testing has begun.  Jan 15 2021  Activity   BRMalls applied the recommended change over the last weekend and ran some more tests. Those were spectacularly successful relative to their previous position, however, it has been considered that this project is too high risk to go live right now, so activities are on hold pending a future design review.",FALSE
GREEN,"Engagement Outcome Objective   Guide customer to a solution that is easy to implement, lower in risk and satisfies their back up requirement   Unblock the technical item in deal closure.  No risks at this point.   Outcome   Customer will get a quarterly termination extract from the SaaS DB as a backup   This will be incorporated in the contract",FALSE
AMBER,"26 May 2021: Production target instantiation completed and Replicat started. OGG is working well, shall monitor activity for another 48 hours and then close this ticket if there are no issues.",FALSE
AMBER,21 May 2021: Provided the customer's team with basic information on how to create an OGG-MA 19c Docker image to access an Oracle 19c Database. Awaiting meeting invite to walk them through the process.,FALSE
RED," As there seems to be a big push to move ""gold"" customers to the IACS solution, it would benefit everyone if the ""IACS Org"" provided a tested and ""certified"" implementation procedures. I have no idea what department is responsible for the IACS architecture design, but it seems that they would be the most logical org to provide this.",FALSE
RED,"Customer is running their datawarehouse on Exadata and currenlty replicating the data for their source system to an operational data store using GoldenGate. They want to do the same with Fusion ERP. The account team has reached out to the A-Team to validate if IACS is a fit or not. No clear volume metrics for daily data extracts   No clear business requirements for real data access   Reached out the account team several times to get missing details but no updates since mid February 2021.  Followed up with customer and assessed that IACS current is not viable, too complex / expensive. Customer will study BICC for DWH use case and REST API / API GW for real time data access.  Risks:   Customer need to shift his mindset from on prem to cloud on how to access the data.",FALSE
RED,Still not something we can comment on. I have requested more information.,FALSE
AMBER,20 May 2021: Reached out to Cloud Support. See comment for details.,FALSE
AMBER,Oracle hub team reached out to me directly.  Looks like the issue is related to the Global name mismatch between CDB and PDB. Not sure why support isn't able to fix this. I will have a conference call with the customer and the Oracle team this morning.,FALSE
AMBER,"12 May 2021: Received and reviewed output from the stream2ogg tool.  Someone will either need to (1) rewrite the stream2ogg tool so that it produces OGG-MA 19/21c output or (2) rewrite the output produced for this customer so that it is current and complies with MAA best practices for a migration to OGG-MA 19c Hub architecture performing active-passive bidirectional replication for Oracle Database 19c.  The former would need to be done by Dev and tested in QA and the latter could be done by A-Team; however, really should be part of a long-term consulting engagement.  Need direction from management as to how to proceed.",FALSE
AMBER,"Reviewed the code and pointed out licensing aspects of VBCS that comes with OIC.  Next steps: Close ticket.    4/26/21  Progress:Jay and Mani joined a call with HCM implementation team, partner and HCM exec sponsor for the project. There are 3 alternatives considered.   embedding a token from current session in it. Jay will take a look at this option. This is similar to what partner is trying to do, but without hard-coding username and password. If it works, this is the least complex alternative.  Using the OTBI report sample with javascript to obtain JWT token and call REST endpoint from javascript with token. This sample was developed by CX COE team and it works. Partner need to tailor it to their use case.  Use ""Invoke a web page option"" from OTBI analysis and point it to a custom page on VBCS. From VBCS, HCM REST endpoint will be invoked. Customer does not prefer this because it adds one more platform to maintain. However. customer can use VBCS for other extension use cases as well. Partner is working on this solution as a back-up option.  Risks:   Customer needs a solution ASAP in order to meet their go-live dates.",FALSE
GREEN,HCM sold. Now looking for help with IPSec VPN tunnelling to manage connections.,FALSE
GREEN,Outcome:Provide guidance on API and Web services security.  Progress (5/11/2021): Provided references to documentation and answered questions. See emails in comment section.  Next steps: Close ticket.  Risks: None.,FALSE
AMBER,Accomplishments:  Things still very quiet on the OIC front  Spoke with Arvind and I will be reaching out to make sure they are good on the OIC front  I will make sure we have done our due diligence and can close this ticket out. I feel that they need to adopt the parking lot pattern and leverage the connectivity agent to handle the triggering of integrations for their state management vs. looping/sleeps in the code.,FALSE
AMBER,"No word from the front end team. I will keep this ticket open for 1 more week and if I don't hear anything by then, will close it.",FALSE
GREEN,"A solution was provided by the Oracle Aps team on running multiple workers on the application during large invoices run to mitigate the issue.  The corresponding support SR have been closed due to the solution that was already provided by the Oracle Aps team, so closing this engagement ticket and will open a new one if and issue comes up.",FALSE
GREEN,Rerunning the catalog scripts (admin/prvtlmcs.plb followed by admin/prvtlmcb.plb) fixed the issue. No more issues reported since then.,FALSE
AMBER,"As an industry disruptor, customer needs near real time access to actionable information in their AWS Data Lake to reduce time to decision making. Additionally, customer wants to get IACS implemented to support anticipated growth in transaction volumes as well as support the increase in data associated with additional Oracle ERP applications.  Customer expects that the transaction volume will grow exponentially over the next 12 to 24 months.  Customer's Contra Accounting process further exacerbates the data transaction volumes as it requires two fully cycles of ingesting data into Accounting Hub, running the create accounting process, posting to the ledger, extracting the posted journals, and loading them into the transformation database for further processing.   Accomplishments:  Reviewed customer architecture   Meet with the account team to clarify / provide missing data elements   Presented IACS to the customer : customer needs to follow up internally on constraints around IACS architecture / operational challenges   Finalize documenting the Assessment  Upcoming Events:  Risks:   A-Team recommendations :       BICC optimized extracts   Leverage XlaBiccExtractAM and GlBiccExtractAM fine grain view objects optimized for extract   Leverage BICC REST APIs to only extract required data elements",FALSE
AMBER,"May, 6 2021  Customer is currently using Informatica as their main ETL tool for their data integration project.  Informatica has some architecture limitations in terms of fail over / disastery recovery scenarios and the Oracle ECAs are positionning ODI on premise and is in need for architecture guidance for HA / failover / DR scenarios with ODI to intergate Oracle Sales Cloud data.  Accomplishments:   Reviewed customer requirements   Reviewed proposed architecture   Provided guidance on ODI HA / DR and links to documentation   Provided Guidance on using ODI with BICC in the context of loading to on prem database   ECA team and solution engineer updated the architecture and present to customer.   ECA team and solution engineer finalized POC based on the information provided by the A-Team  Upcoming Events:   None : engagement closed  Risks:   Level of skills of customer on ODI  Desired Outcome:   Delivery of the ODI HA/DR architecture strategy",FALSE
AMBER,"22-APR-2021  CSM team has been informed that this engagement will be closing by April 30, 2021.  Lindsay is leading the integration implementation work along with Wipro. Integration work is progressing. Volumes seems to have settled on 15 million.  Scalability concern about volume for current design on OSPC-OSPM integration has been raised and has taken implementation team back to the drawing board.  Customer business requirement is for a rule to be applied for a region.  Current design was keeping data values at site level.  One rule could have 150,000 values where it could be applied.  Working sessions were held on data extraction from OSPM, intermediate storage on FTP server, and processing on ATP DB. OIC role is as an orchestrator and not in the data path.  Proposed solution propagate Credit Rules from OSPC to OSPM at summary level wherever applicable(GEO, certain PBTs). PBTs with Coverage, Segmentation, Classification, Inclusion & Exclusion parameters still need to be propagated as site level accounts.  Data Transformations happen within New Oracle Autonomous DB.",FALSE
GREEN,"Outcome:  Sales team is engaged with Customer on a very large Q4 opportunity including ERP Cloud.Humana currently uses EPM Cloud (OCI-C), OHI, and ORMB and is getting themselves thoroughly confused on the network architecture of EPM over public and private connections. Accomplishments Reviewed the Customer Requirement. Attended the Customer call. Provided the Document to confirm that Service GW is available (GA) with ERP. Risks / Issues  If customer need to use Service GW along with EPM, EPM Migration to OCI need to completed.  Next steps All Questions/Queries Raised by Sales Team Answered.",FALSE
RED,"Last update: 8-April-2021   A summary of the key ask / piece of work   customer wants to merge two independent HCM instances with the lowest possible efforts and impacts   we discussed within our team and in similar engagement such a merge was done as a regular (re-)implementation project   there was no communication attempt during the last 4 weeks   Accomplishments   first contact with the requester   we discussed the current findings with the account team   there was some hope for preset solutions that could be helpful, but now the team has to discuss the further strategy with the customer   Next steps to close perform more evaluations  Risks (technical or business)   high amount on manual efforts   Agreed outcome   joined finding for a merge strategy",FALSE
AMBER,Last update: 8-April-2021   A summary of the key ask / piece of work   architecture review - initial contact made   we involved HCM Dev here (i.e. HCM CoE) and noticed that there is not much support for this slightly outdated standard integration   we got a ling to a MOS doc that we shared with the partner and customer   so far we got no feedback from partner.  no interaction with the team since early March 2021   Accomplishments   first call with the implementation partner   involvement of HCM CoE and other HCM Dev experts   Next steps to close (with planned dates)   identification of gap list by SI   reviewing of Support Doc Oracle EBS Payroll Integration with HCM Cloud User documentation is in MOS Doc ID 1913169.1   Risks (technical or business)   no product owner in HCM identifiable   missing expert knowledge about the standard solution   Agreed outcome   reviewing the architecture together with HCM Dev   giving advise about improvements and validation the proposed solution,FALSE
AMBER,No word from the frontend team. I am hoping i will hear from them by next week for the next phase(replicat tuning) of the POC.,FALSE
GREEN,Outcome: Review OCI architecture and provide feedback to customer.  Progress (2/16/21)   Completed the review. Reviewed deck with the team internally.   Met with customer and account team to review feedback.   Closing the ticket as customer no longer has escalations.  The team walked through the focus areas and agreed on assignments.,FALSE
GREEN,"Customer wants some security compliance questions addressed. Questions are listed in description.  Progress: 2/8/20   Pre-sales took an attempt at the questions. Mani reviewed and felt that the questions are better answered by Fusion security and reached out to Praveen. Raza from his team is verifying the responses. the responses are in comments.   Praveen, Raza and Steve are interested in partnering with A-team to compile list of such queries on on-going basis.  Next steps:   Close ticket. ",FALSE
AMBER,Help HCM consultants with BI and OTBI reporting performance issues.  Progress (4/28/21):   Closing ticket since there is no more follow-ups. Provided feedback that customer should consider a reporting database and dedicated BIP instance for complex reporting needs.   OCSteam will work with customer on options   The number of rows in assignments is not a concern. See comment below.   Jay is looking at OTBI dashboard performance issues and working with OCS. See comments below.  Next steps:   Wait for a week and close the ticket.  Risk:  Customer is not satisfied with performance of reports that OCS delivered. It might affect customers ability to meet certain reporting requirements in short term.,FALSE
AMBER,"Sales engineers would like to verify ERP Cloud/OIC connectivity architecture with A-team, before submitting RFP to customer. No more outstanding questions. Darren's team answered questions and determined that there is no need for a whitepaper, given the OCI identity domains on the roadmap.  There are outstanding questions of use IDCS with Visual Builder. Progress(2/17/21):   Collected responses from OCI networking and Cloud ops teams.   Updated comment with the responses. Also updated diagrams and attached to ticket.   Sent an email response back to sales team.  Progress(2/16/21): Met with sales team and clarified several questions related to security.   Solution for 2-way SSL for API security using LBaaS   IP restrictions using LBAC   Gathered outstanding questions -Answered the questions in another comment below.  Next steps:Close ticket.  Risk: Losing ERP cloud deal.",FALSE
RED,"Help Gov Cloud engineer with connectivity questions.  Progress (4/28/21): no further follow-ups. closing ticket.  Progress (3/23/21): chatted with Kerry and explained the options for Gov Cloud - There is not OCI FastConnect option at this time for Gov Cloud, but VPN is viable. A dedicated circuit will require exception approval .  Next steps:Close ticket.",FALSE
GREEN,"21 April 2021: OGG Heartbeat issue has been resolved. The common user, admin, that was added to the PDB was not granted sufficient privileges to create everything required for heartbeat. OGG Heartbeat is working now.  IACS team requested information on how to obtain latency data from OGG Heartbeat. Provided information on how to get latency data via adminclient, restapi, and custom database queries.  IACS team requested information on how to create deployments via restapi. Provided links to the OGG RestAPI documentation along with restapi examples from an unpublished OGG-MA paper I had written a couple of years ago.",FALSE
GREEN,21 April 2021: Meeting to review customer's request for a FA landing database with custom columns and to address their concerns.  IACS and FA teams have again denied the customer's request to add columns to the target Apps tables. FA team explained that there is a last_modified column in every table and how that data is populated in the source. FA team explained that the customer's custom ETL tool should be using this data in their staging database in its quieries.  Customer raised concerns that an OGG outage would cause their ETL utility to miss data as the last_update time is generated in the source database when the transaction commits. IACS team stated that it is the customer's responsibility to account for this possibility while coding their customer ETL utility.,FALSE
AMBER,"as of 4/26/21  Current Closing due to no activity from customer. Graham said they are likely off the table until Q1. We can revisit if anything starts again later.  2/1/21 - Internal strategy call. Sales discussing the possibility of targeting database on OCI only as a starting point. Other option is Oracle providing some resources to assist customer with engineering automation scripts for ATG on OCI.  Past: Multiple internal conversations since 1/15 on strategy with customer. We do not offer a solution to what they want directly. PLan to talk to customer again next week. 1/15/21 - followup with internal team to discuss strategy going forward. Their focus seems to be around ways to reduce the maint and setup costs associated with ATG. They want to know why use OCI, how will it help these areas. Met with Oracle sales team on 1/7 to get background. Meeting with customer to discuss business needs more scheduled for 1/13/21",FALSE
GREEN,"Apr 22, 2021  Stripe has engaged with the Fusion SaaS PM team through the account team to rearchitect their Fusion extract and wanted to have the assessment for IACS done by the A-Team.  Accomplishments:   Asked for assessment spreadsheet but account team came confirmed that the customer volume were too low  Upcoming Events:   None  Risks:   None  Desired Outcome:   Delivery of the Assessment outcome / Recommendations on whether IACS is a fit or not",FALSE
AMBER,"16-Apr-2021    Agreed Outcome   A-Team to support architecture, design questions during the implementation  Progress   Week ending 04/16   As Guarav, Selva (SC), ISM, PaaS team is engaged, suggested Gaurav to reach out A-Team if needed.   WSP is planning to issue RFP for the implementation again.   Consulting has been rolled-off and OCS is doing an health-check.   Attended internal meeting (03/16)   Post Pandemic project restructured to   New Plan: Canada, UK, US       Beth (OCS) moved on to lead HCM Sales   CPQ is not in scope; CPQ license moved as Sales subscription   Functional gap on pricing estimates for project(PPM) was used during sales demo; when project started WSP decided to replace CPQ licenses with more sales users, CPQ is not in scope. Suggested to have someone with Apps-Tech on FA & integrations to closely work with Gordon (PaaS/IaaS) which is a critical component for success.   OCS need to collaborate and leverage the WSP knowledge that SC team, and DEV team has with CSM   Bala to update Steve on the monthly OCS meeting   Informed the internal Team (Gaurav, Selva & others) that A-Team is not required now as CSM, OCS, DEV team are all already engaged. Gaurav requested A-Team to be available as needed. I suggested that A-Team support may not be required now, and they can reach out to A-Team when required.   Gaurav suggested that he will include me on the emails & status meetings and he recommended to attend initially.  Selva provided answers.  Next Steps   No action items for A-Team  Risk   No EA/SA for multi-pillar implementation both at customer and SI side",FALSE
GREEN,13APR21: Extensive briefing on Reverse Private Endpoints (OAC Private Access Channel) given to Naveen by OCI Networking and Myself.,FALSE
AMBER,"April, 13 2021  Customer is currently using BICC as an extract mechanism for data from Fusion and has several pain points (missing data elements, lack of flex field support, frequency of extracts every 15 minutes).  Accomplishments:   Reviewed assessment spreadsheet : typical reporting / data warehouse scenario   Reviewed customer architecture and raised few inconsistencies / missing data points   No clear volume metrics for daily data extracts   No clear business requirements for real data access   Meet with the account team to clarify / provide missing data elements   Presented IACS to the customer   Finalized documenting the Assessment as BICC+BIP can meet their requirements and customer has chosen BICC / BIP and shared outcome of not recommending IACS for the customer with the account team.  Upcoming Events:   None  Risks:   Customer has currently several escalations on the Fusion side so risk is that the relationship deteriorates.  Desired Outcome:   Delivery of the Assessment outcome / Recommendations on whether IACS is a fit or not",FALSE
AMBER,"April, 13 2021  Customer is migrating it Financial Operations from EBS to Fusion. They are used to access the EBS table using goldengate in a ""real time"" fashion. The account team has reached out to the A-Team to validate if IACS is a fit or not.    Interacted with Fusion ERP PVO owners and learned that no more enhancement will be made to the existing PVOs.   Meet with the account team to clarify / provide missing data elements and validate BICC/BIP approach.   Finalize documenting the Assessment as BICC+BIP can meet their requirements and customer has chosen BICC / BIP and shared outcome with Account team  Risks:   Customer has several missing data elements from BICC and will need to build BIP Extracts to accommodate. This may create additional workload on A-Team for guidance   Customer need to shift his mindset from on prem to cloud on how to access the data  Desired Outcome:   Delivery of the Assessment outcome / Recommendations on whether IACS is a fit or not",FALSE
GREEN,"Mar 09, 2021  Accomplishments   Discussed requirements and options with the customer and recommended customer to do some testing for the options (e.g. BICC and BIP)  Next Steps   Customer to confirm their requirement/use case/volume etc..   Customer to do some testing using BICC and BIP.  Agreed outcome   Provide advice on the data extract option.",FALSE
GREEN,"07-Feb-2021  Progress   No activities for A-Team, requested Connie (SAE) team on further support requirements. Connie will reach-out again if additional support required from A-Team   SAE team is working with HUB Group on escalation related to performance in ERP Cloud and reached out to understand what A-Team has done last year.   Recommendation given to HUB during health check - customer has not implemented / considered any of them; Slide shared with SAE team",FALSE
AMBER,Accomplishments/Progress   Attended internal meeting with OCS and discussed the options of ERP Cloud solution options for divestiture.   Cloning option feasibility to be confirmed. Can we have a new PROD FA instance cloned from an existing production instance for the same customer  Next Steps   Reached out to Linda on FA provisioning with a clone from existing prod.  Risks   Cloning could bring in data security related challenges and unwanted data on the new company's instance   Implementation cost could have an impact on customer's decision  Agreed Outcome   A-Team to support the solution architecture review & participate on discussions on the technical options.,FALSE
GREEN,All issues have been resolved and the all the corresponding support SR's related to this issue have been closed. No additional SR's have been opened since then and no issues have been reported from the scheduled go live - date on April 1st.  Closing this ticket now and will just open a new one if new issues comes up.,FALSE
AMBER,Validated Service Gateway access to PBCS on OCI from a remote region (simulating VPN access from on-premise). Demonstrated to the account team. They are reviewing.  Validated Service Gateway access to PBCS on OCI from same region. In the process of validating Service Gateway access to PBCS from a remote region (simulating VPN access from on-premise).  Loaner environment received validating it is on OCI  22FEB21: Daily communications with Yuko. Waiting on access to a PBCS on OCI to test if PBCS is accessible via Service Gateway.  Reached out to requestor asking for a meeting to discuss. They want to provision EPM in Asia on OCI which I'm not sure is possible.,FALSE
GREEN,"Becky updated that customer is reviewing the A-Team's blog, and will request support if needed further.  Sent an email to Becky requesting action items; More likely this ticket will be closed as there are no activities in last 2 weeks.  Progress   Shared the blog URL to Becky  Next Steps   No action items for A-Team  Risk   To be identified",FALSE
GREEN,The account team is requesting for the weekend (March 27-28th) coverage for TWC as they are upgrading their production environment to 19c. Support will take the lead during this activity and contact development if needed.,FALSE
RED,Outcome: ERP implementation team is looking for solution for concerns about access to ERP REST API  Progress: (1/22/21) Met with ERPO implementation team and summarized in the comments section. There is no immediate solution for this issue. An enhancement request should be submitted.  Nest steps: Check with ERP CoE team for potential enhancement. Submit a request if necessary.  Risks: Customer sees this as a security risk.,FALSE
AMBER,Met with requestor. They have very little information on what the customer's issue is. It seems to be a DNS lack of knowledge on the customer's part. This account team is new to the customer and they are not sure if customer is using on-premise DNS or OCI DNS.,FALSE
AMBER,"No activity since March 10. Closing next week.  Continuing to answer questions about their current and future states.  Met with customer and discussed best practices in regard to OAC provisioning, private ingress and private egress.",FALSE
RED,Completed POC and finishing blog. Still need to demonstrate to customer.  Met with the customer and offered a rough draft of the POC. Customer accepted then changed a key requirement. Met with an OAC PM who gave guidance on meeting that change. Meeting again today to discuss a solution to the new requirement.  Met with the customer and provided OAC product management with the requirements and a possible solution. They need to assign a resource to build a POC as I do not have the expertise.,FALSE
AMBER,"No activity since March 10  Continuing to assist with questions on the short term architecture.  Meting with account team daily. Short-term architecture delivered today.  Continuing to meet with the account team and revising the short term and long term arch. diagrams. PBCS has been deployed to OCI-C in Amsterdam. Short term architecture has been delivered to the customer.  Several meeting and refinements for a short term architecture that includes Azure and a long term plan without Azure. Three new attachments.  Met with Javier and updated initial diagram with results.  Awaiting requirements and clarification of what / where / when regarding Azure, OCI, and OCI-C components. provided initial diagram base on a single slide we have received.",FALSE
GREEN,"Progress:   Traci confirmed that partner used their CoE resource and helped customer   Reached out to Traci, requesting additional information and documentation   Traci requested to put this on hold, as customer engaged a partner to do a POC  Next Steps   None  Risks   Yet to be identified",FALSE
AMBER,"Replicat abend was due to a typo in the column name specified in the FILTER clause. Put together a simple test case and validated that downstream IE is not capturing sequence data. Will put together a test case package, including trace data, so Sourav can open a bug ticket.",FALSE
AMBER,"11 March 2021: The source data is editions based fusion apps, the names are lowercase in the database. Customer listed the table names in uppercase in IE, so nothing was being captured due to the mismatch.  Originally, they wildcarded the Replicat MAP statement, so upon fixing this latest extract issue have encountered data issues in the Replicat after restarted IE at the SCN of the initial load. Provided recommendations for recovery.",FALSE
AMBER,"March, 18 2021  Customer is migrating their Financial operation from PeopleSoft (still 80% of fin ops) to SaaS (20% of fin ops) and using BI Apps to extract the data from Fusion for Analytics use cases . The Oracle account team is trying to position IACS as a component as the Data platform the customer want to built.  Accomplishments:   Reviewed custom requirements   Reviewed IACS assessment spreadhseet   Presented IACS to customer and Account team   Documented recommendation to reject IACS request and to use BICC optimized extracts scheduled every 4 hours (see Oradoc Folder)  Upcoming Events:   None : Request rejected  Risks:   Frequency of the BICC that would need to be reduced if 4 hours is not sufficient from a latency perspective  Desired Outcome:   Deliver Assessment Recommendation for IACS based on customer requirements a",FALSE
GREEN,Got very good performance with ACFS on flash. Replicat throughput was around 900Kops/sec Setting the ACFS block size to <128K increases priority for ACFS on flash tier.  Replicat's performance on ACFS(flash) is pretty comparable to ZFS.,FALSE
GREEN,No activity and will be closing next week.  Met with account team and customer and provided guidance. Customer found one access rule missing. Everything working well now.,FALSE
AMBER,"Progress   Set a note to Norm & Chris and asked for next steps.   Met with Norm Burns & Mike Truitt and suggested a monthly cadence to be scheduled with Conduent while they are progressing on the project; Also requested the go-live and timeline / milestones plan.   No CSM/ISM has been scheduled for this project.   Presented Conduent use case to Dinakar & team on integration use cases.   Met with Conduent & BirlaSoft team and reviewed their POC results for 2 specific use cases in FA GL & AR.   Conduent completed the POC, and heading into the implementation planning and used a small instance ERWB-TEST (XS0)   Suggested them to request the sizing process for the implementation well in advance.   They have concerns on archiving & purging; Suggested them to plan for the activities in their project plan, and requested them to provide me with the design review.   They will get into Billions of transactions in a year, and concerned on performance of reporting.  Next Steps   No technical sessions planned yet.  Risk   Archiving & Purging not available in ERP   Very high volume of transactions in AR (> 1 billion) expected  Agreed Outcome   Support with architecture and guidance for the implementation    ",FALSE
AMBER,"Progress   Kavya (Consulting) will reach out to me next week   Met with Consulting team and clarified the differences on OEDQ and CDM (FDQ)   Next week Consulting is meeting with Zebra   As per Lisa (SC), Zebra is not using Matching on their on-prem EDQ   Currently Zebra has on-premise OEDQ integrated with Siebel, EBS and other applications;   Zebra wants their POS data to be cleansed, and looking for a cloud solution  Reviewed the requirements and use cases.  Next Steps   Consulting said she will call me to discuss; Waiting  Risk   To be identified  ",FALSE
GREEN,"Client is already aware that they need to get Fast Connect installed and configured to address the bandwidth issue, so they are in the process of getting the fast connect installed and configured, so closing this ticket since issue has been identified and it's not a direct GoldenGate issue and the corresponding Support Sr has been closed too.",FALSE
GREEN,"Client issue has been resolved from the last troubleshooting session and they are up and running, closing this ticket and client will call support if they encounter another issues.",FALSE
AMBER,"Escalation Closed:   1) analysis logs concluded the issue related to RDG reaching the threshold of 300 job executors and recommendation made to customer to increase to 600.  2)Customer DB team found a long running DB process (Audit process from another app) on glistage_pmart schema running for 300 hours and blocking 500 sessions at the DB. Customer killed this DB blocking process  Since then, customer has not seen the issue re-occur.  Customer in a two-week testing period.    DevOps and Engineering still actively engaged. A patch has been delivered but issues still appear.",FALSE
GREEN,"February 23, 2021  Accomplishments:   No updates in the last few weeks  Next Steps:   Follow-up with Melissa to get recent status",FALSE
AMBER,"8 March 2021: IE was not configured for downstream capture:  From report the parameter DOWNSTREAM_REAL_TIME_MINE is set to N, do we need to change it to Y ?",FALSE
GREEN,3/5/2021: Showed the customer and sales consultant how to setup OGG-Classic on-prem to OCI OGG-DB Kafka replication feed for GGSA. At this time GGSA is working correctly and customer is moving forward with setting up GGSA for their ETL and feed into IBM's MDM application.,FALSE
GREEN,3 March 2021: Worked with consultants to get one integrated extract and one parallel replicat runninng in AT&T's Dev environment after completion of the initial load. They are turning the environment over to the customer;will open an SR and reach out if they run into any problems.,FALSE
AMBER,"1 March 2020: Reviewed SR, replied with the following:  This is not an OGG issue, it is an Oracle Client issue, and we've seen this with numerous customers.  When there is a network interrupt the database processes are terminated; however, the remote Oracle Client does not detect the interruption so Integrated Extract will never abend and appears to be ""hung"".  See this MOS Note:  Extract Executable Failed to Abend during a Network Outage",FALSE
RED,"Checked the SR and saw that the customer still has not provided a report file showing the IR startup details. Reviewed the ggserr.log file provided and saw that IR was connecting to the database using NLS_CHARACTERSET = ""AL32UTF8"". Customer states source and target databases are set to NLS_LANG = ""AMERICAN_AMERICA.US7ASCII"". Notified Support of this discrepancy and they responded ""The problem is caused by the SOURCECHARSET PASSTHRU parameter ADT has set on the replicat parameter file."" and that they would be filing a bug (I don;t see any bug details in the SR).  Latest update in SR from customer is that there are new issues related to character set conversions: There is no way the source and target databases' NLS settings are the same, and the target database is out of sync with the source because the customer has been discarding data for over 2 months.  Not much I can do as Support has the lead on this and have said they will contact me when and if they want A-Team assistance.",FALSE
AMBER,"Closing this issue since per Siobhan the issue was not GoldenGate, but the underlying database was mis-configured for their production environment which was causing the lag on OGG. Did a follow-up with Siobhan to get more details on what was configured from the database, unfortunately did not get a response from her. However, since the issue is not within GoldenGate and since they have identified that the issue was on the database, closing this ticket and if we ever get a response from Siobhan, will just update this ticket with the additional info.",FALSE
AMBER,Met with Vivek and discussed OAC and Essbase architecture on OCI as part of a migration effort from Classic.  This migration was approved last July with the caveat it needed the Private Access Channel feature. The feature is now available and Vivek has been assigned as the architect although he admits he has no experience with OAC.,FALSE
GREEN,Met with account team and setup a private zone and DNS record to resolve the FQDN they are using for the load balancer between OAC and Essbase.,FALSE
GREEN,"No activity this week. Latest update from account team:   They have decided on using ExaCS x8m for their current database upgrade (from current x7) and for an instance for Optum migration, so there will be net increase of 1 ExaCS workload in the next few weeks as soon as it is provisioned.   They have decided on using Data Flow and OCI DI for help with migrating the data from Optum   Good conversations going on Golden Gate and Stream analytics for another Optum workload where we have to build integration to one of their existing IBM MDM solutions   On AWS migration of Applications to OCI, we have started conversations on Infrastructure as code for creating their environments quickly, and CI/CD for apps development and deployment. This should pick up steam in the next month.   Good conversations going on OAC as well and closing any gaps they perceive, and increasing adoption there.",FALSE
GREEN,"Closing this ticket, client will implement new method of setting up target DB directly on the private VCN instead of moving from public to private when they go live on March to avoid the network anomaly associated with moving public to private vcn  If they hit a new issue will just open a new SR.",FALSE
AMBER,Spent some time with Diljith answering all of the customer's questions. Recommended that if they are unable to solve the problem to open a SR and request our assistance.,FALSE
AMBER,"Outcome: Help field team and NA Sales engineering with IDCS user sync architecture.  Progress (2/17/21):Met with customer and field team. Explained User sycn options from Fusion. Customer has no more questions.  Next steps: Close ticket.  Progress (2/12/21):Met with field team. (KC Flynn, Kiran Thakkar, Alex Howard). Reviewed the architecture and made suggestions. See comments and attachment.  Next steps: Meet with customer and field teams. Called scheduled on 2/17.  Risks: This issue will have impact when customer goes live in 6-8 weeks.",FALSE
GREEN,16-Feb-2021  Progress   Leo (ASM) confirmed that they have added SOA experts and designed the solution using SOA Suite on OCI image.   Reviewed the options provided in email by Saurabh Pandey (CXU Dev)   Planning to discuss this with CXU Engineering team during my meeting with Rajan Madhavan (VP CXU Engineering) and his team on 09-Feb  Next Steps   No action items for A-Team  Risk   None,FALSE
AMBER,"07-Feb-2021  Progress   No action items for A-Team, Account team is all set for now. Ready to close this Ticket.   Reached out to Ritesh, and asked him on the resource who was involved at customer break glass configurations.   Sumit is the cloud ops resource helped in ERP Cloud Break Glass configuration, requested a meeting with him to understand, and then will close the ticket.   Attended internal meeting with license team & Stephen.   Shared Larry's feedback on BG setup at BofA ERP Cloud   Solution being proposed for BofA: Incentive compensation, Break Glass, DV SaaS@Customer option.   Separate instance, and not part of their ERP Cloud   Sales team is pro-actively looking into the BG enablement to plan on the effort and cost.   Current customer Solution: Home Grown application   Suggested to let customer know & set the expectations to gather the insights on their ERP Cloud implementation documentation and reuse.   They need to allocate sufficient time for testing BG end to end;  Arvind helped on getting the DEV contacts for Break Glass   Researched on Break Glass availability and processes for C@C  Next Steps  Risk   SaaS@Customer needs tight co-ordination & collaboration with provisioning & project team; Otherwise could get escalated   This project is a different project for another business unit within customer, and the collaboration within customer ERP Cloud team is very critical.",FALSE
